title,author,average_rating,rating_number,description,images,categories,parent_asin
Law and Legitimacy in the Supreme Court,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Richard H. Fallon', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.7,8,"['Review', ""“Very careful, meticulously researched and referenced, balanced in its treatment of issues, fair to opposing positions, and successful in offering a subtle and nuanced perspective that takes multiple considerations into account, Fallon's treatment of the varieties of legitimacy, of the role of precedent, and of questions of official obedience to Supreme Court rulings will make useful contributions to the now existing literature.”"", '―', 'Frederick Schauer, University of Virginia School of Law', ""“This book stands head and shoulders above the competition in the graceful and insightful way in which it combines Fallon's well-known mastery of constitutional law and practice and his ability to grasp and deploy a deep understanding of the work that philosophy can contribute to constitutional understanding.”"", '―', 'Jeremy Waldron, author of', ""One Another's Equals: The Basis of Human Equality"", '“Thoughtful and timely…Fallon wisely argues for a conception of legitimate judicial decision-making in which we accept that law is influenced by political, practical, and moral considerations, even as we strive to ensure it is not dominated by them.”', '―', 'Amanda Frost', ',', 'SCOTUSblog', '“Practical and philosophical, Fallon’s book prompts readers to revisit constitutional theories in a fresh and valuable way.”', '―', 'C. Shortell', ',', 'Choice', 'About the Author', 'Richard H. Fallon, Jr., is Story Professor of Law at Harvard Law School.']","[{'large': 'https://m.media-amazon.com/images/I/413FhkTEGiL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Politics & Social Sciences'],0674975812
Retreat Yourself: How To Create Your Own Writer's Retreat,,3.8,4,[],"[{'large': 'https://m.media-amazon.com/images/I/51BTXHgM6lL.jpg', 'variant': 'MAIN'}]",[],B014X8T69U
Reptilian,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/ganjbcmlq8kfej28tr0ktf6crh._SY600_.jpg', 'name': 'John J. Rust', 'about': ['Sci-Fi, sports, action/adventure, cryptozoology, history, John J. Rust loves writing about all of them. A native of New Jersey, John graduated from Mercer County Community College and the College of Mt. St. Vincent with degrees in communications. He worked for New Jersey 101.5 FM before moving to Arizona, where he serves as the sports director for KYCA radio. When not broadcasting high school or college sports, John is at his computer writing about whatever genre strikes his fancy at the time. He has authored 12 books and several short stories. Beyond broadcasting and writing, John likes to exercise, collect t-shirts and ballcaps, and bang his head at heavy metal concerts. His favorite bands . . . too numerous to name.']}",4.1,162,[],"[{'large': 'https://m.media-amazon.com/images/I/512aqGZvOnL.jpg', 'variant': 'MAIN'}]","['Literature & Fiction', 'Genre Fiction']",B07M6RG1RN
Grade Five Music Theory: for ABRSM Candidates (MyMusicTheory Complete Courses),"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Victoria Williams', 'about': ['Victoria graduated from the University of Leeds in 1995 with a BA Honours in Music, specialising in Musicology. She also holds the LmusTCL and AmusTCL diplomas in Music Theory, from Trinity College London.', 'Since 2007, Victoria has been teaching music theory online and by email via her acclaimed website MyMusicTheory, offering free music theory tuition following the structured syllabus of the ABRSM (Associated Board of the Royal Schools of Music) and Trinity.', ""Victoria teaches all ABRSM/Trinity levels, from grade 1 (beginner) up to grade 8/diploma (undergraduate level) and has an in depth knowledge of both the syllabus requirements and examiners' marking schemes. As well as teaching the ABRSM/Trinity syllabuses, Victoria is equally at home preparing students for the Australian AMEB and the AP Music Theory exams taken in the USA."", 'Victoria\'s lessons break the tricky concepts of music and music theory down into easy-to-understand steps. She approaches teaching from the learner\'s point of view, building up on existing knowledge little by little, and avoids the “baffling with detail"" stance taken by traditional music theory text books. She has an outstanding track-record with her students\' exam successes, with the vast majority gaining top rated “merits and distinctions"".', 'Victoria also teaches clarinet and piano, as well as running her local primary school band. She lives in Cambridge, UK and is married with three children.']}",4.6,87,"['About the Author', 'Victoria Williams graduated with a degree in music, majoring in musicology, from the University of Leeds in 1995. She teaches music theory from her home in Cambridge, UK, and on her website http: //www.mymusictheory.com, which provides structured music theory lessons from beginners through to advanced. Victoria specialises in training students for the ABRSM music theory exams, grades 1-8. She is also an accomplished clarinet player, and pianist.']","[{'large': 'https://m.media-amazon.com/images/I/51RnXmZTT9L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Arts & Photography'],1530154685
Oregon Birds: A Folding Pocket Guide to Familiar Species (Wildlife and Nature Identification),"{'avatar': 'https://m.media-amazon.com/images/I/B1Ol26E3K3S._SY600_.jpg', 'name': 'James Kavanagh', 'about': [""Zoologist James Kavanagh has made a career out of introducing novices to plants, animals, the sciences and world cultures. In addition to creating over 500 simplified nature guides, he has also authored guides to languages, cities and outdoor skills. An avid traveler and backpacker, Kavanagh’s path has taken him around the world to many remote destinations including the upper Amazon, Africa, Australia and the Arctic Circle (and this is just the As). He is also the author of a series of state-specific guides to common species and natural attractions and a children's book on evolution.""]}",4.8,74,"['From the Back Cover', ""Oregon Birds, An Introduction to Familiar Species, is a must-have, reference guide for beginners and experts alike. Whether you're on a nature hike or in your own backyard, you'll want to take along a copy of this indispensable guide. The Pocket Naturalist(tm) series is an introduction to common plants and animals and natural phenomena. Each pocket-sized, folding guide highlights up to 150 species and most feature a map highlighting prominent sanctuaries and outstanding natural attractions. Each is laminated for durability. (31/2 X 81/4 folded, opens to 22 X 81/4, color illustrations, map)"", 'About the Author', ""Zoologist Jim Kavanagh has made a career out of introducing novices to plants, animals, the sciences and world cultures. In addition to creating over 500 simplified nature guides, he has also authored guides to languages, cities and outdoor skills. An avid traveler and backpacker, Kavanagh's path has taken him around the world to many remote destinations including the upper Amazon, Africa, Australia, and the Arctic Circle (and this is just the As). He is also the author of a series of state-specific guides to common species and natural attractions and a children's book on evolution.""]","[{'large': 'https://m.media-amazon.com/images/I/51-Hx-hI-ML._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Science & Math'],158355128X
Who'd a thought it!,,5.0,1,[],"[{'large': 'https://m.media-amazon.com/images/I/51d+WkHZvrL._SX309_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],B0006ENZC0
"Clark the Shark: Tooth Trouble, No. 1","{'avatar': 'https://m.media-amazon.com/images/I/81WDPa3nOlL._SY600_.jpg', 'name': 'Bruce Hale', 'about': ['Edgar-nominated author Bruce Hale is passionate about inspiring reluctant readers to read. He has written or illustrated more than 60 seriously funny books for children, including the popular Chet Gecko Mysteries series, Clark the Shark, and the Monstertown Mysteries series, as well as picture books like ""Snoring Beauty"" and ""Big Bad Baby.""', 'An actor and Fulbright Scholar in Storytelling, Bruce is in demand as a speaker, having presented at conferences, universities, and schools both nationally and internationally - from the Maui Writers Conference to British Columbia\'s Surrey International Writers Conference and International Schools around the globe. His acting resume includes regional commercials, theater, and an independent film, The Ride. Bruce\'s book, ""The Malted Falcon,"" was an Edgar Award Finalist. ""Murder, My Tweet"" won the Little D Award for Humor Writing.', 'When he was a kid, Bruce knew exactly what he wanted to be: Daniel Boone. However, somewhere along the way, the right books and the right teachers encouraged him to try following his love of story in a different direction. He is eternally grateful to those who helped him along the path.', 'A little-known fact: Bruce loves jazz, and sings with a latin jazz group called Mezcal Martini in Santa Barbara']}",4.8,447,"['Review', '“Francis’s bubbly illustrations of overeager Clark and his friends create a lively undersea environment, and similarly rowdy kids may find Clark’s rhyming technique a useful tool.” —', 'Publishers Weekly review for CLARK THE SHARK', '“Most especially, enthusiastic kids will appreciate the message that there is a time and a place for everything-they needn’t stay cool ‘round the clock.” —', 'Kirkus Reviews review for CLARK THE SHARK', '“With lots of determination and help from those around him, Clark learns how to genuinely share and celebrates how awesome it feels in true ‘Funky Shark’ fashion.” —', 'Booklist review for CLARK THE SHARK DARES TO SHARE', 'From the Back Cover', 'Clark the Shark has a loose tooth and needs to visit the dentist. But he’s heard that the dentist is scarier than a box of blue whales! Can Clark find a way to stay cool when it comes to tooth trouble?', 'About the Author', 'Bruce Hale', 'has written and/or illustrated over sixty books for kids and is the author of', 'Clark the Shark', ';', 'Clark the Shark Dares to Share', '; the award-winning Chet Gecko Mysteries series;', 'Snoring Beauty', ', one of Oprah’s Recommended Reads for Kids; and the School for S.P.I.E.S. series. In his free time, Bruce enjoys hiking, watching movies, and making music. He lives in Santa Barbara, California, with his wife, dog, and many hats. You can catch him online at www.brucehale.com.', 'Guy Francis', 'spends most of his time drawing, painting, and drawing some more. He has done a variety of illustration work in the children’s market, including editorial and educational illustration, chapter books, and picture books. He freelances from his home in Provo, Utah, where his wife and four children are his own personal art critics and bring a healthy bit of chaos to the studio. Every now and then he gets out of the house and heads to the mountains with his family. You can visit him online at www.guyfrancis.com.', 'Read more']","[{'large': 'https://m.media-amazon.com/images/I/51nRw6MzjbL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]","[""Children's Books"", 'Growing Up & Facts of Life']",0062279068
Primeval: A Journal of the Uncanny - Issue #1,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/c6fsp2nfbjmatln2elc3n49tj4._SY600_.jpg', 'name': 'Blood Bound Books', 'about': ['Blood Bound Books is excited and grateful to celebrate ten years of publishing the best dark fiction from authors around the globe. We may be known for our extreme horror titles, but we publish everything from supernatural thrillers to crime fiction.', 'The Mission: Spreading Hope Through Dark Fiction', ""We accomplish this by organizing blood drives, providing classroom sets of age-appropriate dark fiction books to teachers, and donating profits of certain books to children's hospitals."", 'Please visit our website at www.BloodGutsAndStory.com to learn more']}",3.3,10,[],"[{'large': 'https://m.media-amazon.com/images/I/51wG04LErhL._SX322_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Literature & Fiction'],1940250064
The Mercenary Code (The Shattering of Kingdoms),"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/vronjd1u303lokbonss8e5ijh._SY600_.jpg', 'name': 'Emmet Moss', 'about': ['Emmet Moss grew up reading science fiction and fantasy and is one of the few readers who read\xa0The Lord of the Rings\xa0out of order (Books 2,3, then 1). His Shattering of Kingdoms series is a labour of love and an ode to the giants of fantasy: Tolkien, Jordan, and Brooks. His writing style incorporates a modern touch with the classic, sweeping fantasy of yesteryear. Memorable characters and multiple storylines intersect in fascinating ways as you journey through a world that may seem familiar at first, but with Moss adding his own unique touches as the saga unfolds.', 'His latest release - ‘A Mantle of Bones’ (Book 1 of the new epic fantasy series ‘The Essenburg Archives’) - will be available on December 21, 2022.. Visit\xa0www.emmetmoss.com\xa0to join the mailing list for announcements and updates.']}",4.4,521,"['Review', '""Moss enters the fantasy world with a powerhouse of a debut. Gritty, heart-lurching character moments with the threat of death around every corner in this politically and physically broken world.', 'The Mercenary Code', 'kept me reading to the very end and left me wanting more!""', '- Deston J. Munden, fantasy author of', 'Tavern', '""If you\'re looking for an epic tale that will take you to another world, this is the book for you. It is the first in a series so there will be more. I can\'t wait. It\'s a great story!""', '-Amazon reviewer', '""Epic fantasy not to be missed!', 'The intrigue and plotting the various factions face draws you into the world and leaves you wanting to read more.""', '- Amazon reviewer', '""This has everything I love about great fantasy: well-written characters whose journey I\'m invested in and top-notch world building.""', '- Amazon reviewer']","[{'large': 'https://m.media-amazon.com/images/I/51rgTdj3XQL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Science Fiction & Fantasy'],1093861355
Health Information Networking Course Booklet,,3.0,1,[],"[{'large': 'https://m.media-amazon.com/images/I/41l4beRj0pL._SX388_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1587132591
I Hadn't Meant to Tell You This,"{'avatar': 'https://m.media-amazon.com/images/I/71ZTC+pRMZL._SY600_.jpg', 'name': 'Jacqueline Woodson', 'about': [""Jacqueline Woodson's memoir BROWN GIRL DREAMING won the 2014 National Book Award and was a NY Times Bestseller. Her novel, ANOTHER BROOKLYN, was a National Book Award finalist and an Indie Pick in 2016. Among her many awards, she the recipient of the Kurt Vonnegut Award, four Newbery Honors, two Coretta Scott King Award, and the Langston Hughes Medal. Jacqueline is the author of nearly thirty books for young people and adults including EACH KINDNESS, IF YOU COME SOFTLY, LOCOMOTION and I HADN'T MEANT TO TELL YOU THIS. She served as Young People's Poet Laureate from 2014-2016, was a fellow at The American Library in Paris, occasionally writes for the New York Times, is currently working on more books and like so many writers - lives with her family in Brooklyn, New York.""]}",4.8,61,"['Amazon.com Review', 'Two girls: one white, one black; one abused, one protected, both missing their mothers. An unlikely friendship ignites between the two, and, in sharing their differences, both of their lives are transformed. Jacqueline Woodson won a Coretta Scott King Honor for this moving, tightly written tale of friendship, racism, and loss. In a starred review,', 'The Horn Book', 'calls it a ""haunting and beautifully poetic novel.""', 'From the Inside Flap', ""old Marie is a leader among the popular black girls in Chauncey, Ohio, a prosperous black suburb. She isn't looking for a friend when Lena Bright, a white girl, appears in school. Yet they are drawn to each other because both have lost their mothers. And they know how to keep a secret. For Lena has a secret that is terrifying, and she's desperate to protect herself and her younger sister from their father. Marie must decide whether she can help Lena by keeping her secret...or by telling it."", 'About the Author', 'Born February 12 in Columbus, Ohio, Jacqueline Woodson grew up in Greenville, South Carolina and Brooklyn, New York and graduated from college with a B.A. in English. A former drama therapist for runaways and homeless children in New York City, she now writes full-time and has received The Kenyon Review Award for Literary Excellence in Fiction. Though she spends most of her time writing, Woodson also enjoys reading the works of emerging writers, encouraging young people to write, heated political conversation with her friends, and sewing. At one time, she made most of her own clothing, but now she makes mostly scarves and quilts for her friends.Jacqueline Woodson began to consider becoming a writer when she was chosen to be the literary editor of a magazine in the fifth grade. Eventually, three books helped convince her to pursue a writing career:', 'The Bluest Eye', 'by Toni Morrison,', 'Daddy Was a Numbers-Runner', 'by Louise Meriwether, and', 'Ruby', 'by Rosa Guy. Before reading those books, Woodson thought that only books featuring mainstream, white characters or works by William Shakespeare constituted valid literature. But in those three books, Woodson saw parts of herself and her life, and realized that books could be about people like her; and she knew she wanted to write them.Now a critically acclaimed author, Woodson writes about characters from a variety of races, ethnic groups, and social classes. Woodson says, ""There are all kinds of people in the world, and I want to help introduce readers to the kinds of people they might not otherwise meet."" Woodson\'s books also feature strong female characters. Some are based on her friends, who she says are ""really amazing people who constantly challenge themselves to make a difference in the world."" Woodson often writes about friendship between girls, as she did in her trilogy about Maizon, and', ""I Hadn't Meant to Tell You This"", '. ""Girls rarely get discussed in books and films,"" she says, ""and I want to do \'girl stories\' that show strong, independent people. I think girls are often disregarded in this society and taught to be dependent. I want to show young people that there are other ways to be.""', 'The House You Pass on the Way', 'is a moving story of growing up different. It explores questions about emerging sexuality with sensitivity and respect and examines racial tension and the legacy of violence. In a starred review,', 'Publishers Weekly', 'noted, ""[Woodson] gently probes questions regarding racism and homosexuality in this poignant tale about growing pains and the ongoing process of self-discovery."" Also in a starred review,', 'The Horn Book', 'wrote of', 'The House You Pass on the Way', ', ""[A] reflective book.... The reader feels grateful that Woodson has whispered her lyrical story to us....""', 'School Library Journal', 'remarked that Woodson\'s novel is, ""Richly layered.... Notable both for its quality and for the out-of-the-way places it goes."" Woodson\'s latest book,', 'Lena', '(April 1998, Delacorte Press), is the companion to the Coretta Scott King Honor Book,', ""I Hadn't Meant to Tell You This."", 'In a starred review,', 'Publishers Weekly', 'claims', 'Lena', 'is ""soulful, wise...this taut story never loses its grip on the reader.""', 'Read more']","[{'large': 'https://m.media-amazon.com/images/I/51KMQSKXZDL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]","[""Children's Books""]",0440219604
Graphite Rod Repair,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'L. A. Garcia', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",3.3,10,[],"[{'large': 'https://m.media-amazon.com/images/I/41G2JS38H2L._SX289_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1571880879
Favorite Thorton W. Burgess Stories: 6 Books,,4.8,10,[],"[{'large': 'https://m.media-amazon.com/images/I/516K7TH44QL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]","[""Children's Books""]",0486457117
Behind the Wheel (Choose Your Own Adventure #35)(Paperback/Revised),"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/dacejg3ekga55knkgtq9vfgp14._SY600_.jpg', 'name': 'R. A. Montgomery', 'about': ['R.A. Montgomery was an avid adventurer, first and foremost. Whether in the mountains, or on the sea, or in explorations of the mind, he found adventure in every aspect of his life. Teaching school, working in the administration of a top university, hiking in the Himalayas, or working in the Peace Corps in Africa, Montgomery took making choices seriously.', '""There is never a day in which you are not confronted with choice. Some seemingly small choices can determine the path of the rest of your life. CYOA gave me a vehicle for examining all the impacts of choice.""', ""As the co-founder of Choose Your Own Adventure, his books are known for being bestselling chapter books in the same arena as Wimpy Kid, Magic Tree House and the Disney Princess series. Choose Your Own Adventure books are perfect for reluctant readers and kids who don't like to read. They have inspired a love of reading for generations."", 'He was born in Greenwich, Connecticut in 1936. One of his first memories was of him sitting in his high chair and being frightened of Jell-O, which he thought was alive. He attended Hopkins Grammar School, the oldest private school in the country (founded in 1660), and Williston Academy. He got his college degree from Williams in 1958, and attended graduate school at Yale and NYU.', 'Choose Your Own Adventure® books reflect his diverse interests and values. ""More than anything else, everyone should have the freedom to express themselves. Second to that, everyone should take risks and be willing to fail. Picking yourself up off the mat is the central business of life.""', 'R.A. Montgomery made his home in north central Vermont, where he co-founded Chooseco in 2003, the small publishing house that has re-introduced the CYOA series. Although his technical climbing days were kaput, Ray continued to travel frequently throughout his life to Asia and annually to Europe. He was married to the writer and game designer Shannon Gilligan. Montgomery died in November 2014, only two months after his last book ""Gus vs.The Robot King"" was published.', 'For games, activities and other fun CYOA stuff, visit us online at www.cyoa.com.']}",4.1,12,"['About the Author', 'R. A. MONTGOMERY attended Hopkins Grammar School, Williston-Northampton School and Williams College where he graduated in 1958. He pursued graduate studies in Religion and Economics at Yale and NYU. Montgomery was an adventurer all his life, climbing mountains in the Himalaya, skiing throughout Europe and scuba-diving wherever he could. His interests included education, macro-economics, geo-politics, mythology, history, mystery novels and music. He wrote his first interactive book, Journey Under the Sea, in 1976 and published it under the series name The Adventures of You. A few years later Bantam Books bought this book and gave Montgomery a contract for five more, to inaugurate their new childrens publishing division. Bantam renamed the series Choose Your Own Adventure and a publishing phenomenon was born. The series has sold more than 260 million copies in over 40 languages. He was married to the writer Shannon Gilligan. Montgomery died in November 2014, only two months after his last book was published.']","[{'large': 'https://m.media-amazon.com/images/I/41EcxL0TzFL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]","[""Children's Books"", 'Literature & Fiction']",1933390352
MCSE/MCTS SQL Server 2008 R2 / 2012 Exam 70- 432 & 462 ExamFOCUS Study Notes & Review Questions,,5.0,1,[],"[{'large': 'https://m.media-amazon.com/images/I/51uOdzYoqdL._SX398_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1481835963
"Goodnight Riley and the Moon, It's Almost Bedtime: Personalized Children’s Books, Personalized Gifts, and Bedtime Stories (A Magnificent Me! estorytime.com Series)","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/dprt752rft3tupni3afut2n8lq._SY600_.jpg', 'name': 'Melissa Ryan', 'about': ['Melissa Ryan\'s love of children\'s literature began as a young girl with her love for words. Picking up a book, and sitting on the living room couch, she asked her mother ""What is a Holly Bibble? (Holy Bible) and ever since, her love of reading and the written word has been part of her life.', 'As a mother of five, she loved reading favorite bedtime stories over and over...and over...and over again. Until they could be recited from memory.', ""Having children with unique first names (and spellings!) she wants to share her love of books that will tell stories personalized with a child's name so children everywhere can become part of the story and hear their own special sweet-sounding name. See their name. Sound out their name. And find their own Holly Bibble moments wrapped up in the pages of wonder and awe and maybe just maybe's."", 'Melissa\'s Books are inspired by her children, her love of all children, and her own mother Blossom who wanted to wear a pink dress in her book debut ""Blossom\'s \'I Didn\'t Do It\' Hiccum-ups Day"", but had to settle for a purple dress instead.', ""Melissa's Books include:"", '* Blossom\'s ""I Didn\'t Do It"" Hiccum-ups Day', ""* It's Almost Bedtime, Blossom"", '* Sleep Tight, Ethan and Sugar Bear, Sleep Tight!', ""* Carter's Magical Birthday"", ""* Liam's First Train Book"", 'All books are part of Melissa\'s estorytime.com ""Magnificent Me!"" book series and each book title can be personalized to your special child\'s name.', ""Children love to see their name in print and hear their name throughout their very own storybook. Hold a place in the heart of your sweet child by ordering any of Melissa's books in any child's name of your choosing."", 'Her books make wonderful new baby or special occasion personalized gifts and are sure to be a favorite for that special little one in your life--your son, daughter, grandson, grand-daughter, nephew, niece, or family friend.', ""If you don't see your child's name on Melissa's Amazon book titles, no worries! Simply go to estorytime.com and send Melissa an email to let her know your child's name and book wanted. She'll publish your book right away and let you know when it's available in print and ebook form."", 'Melissa shares her home in Missouri with her husband Kevin, and four children. Her son RJ is their sweet angel with a heart of gold, watching over Melissa and her family, from Heaven above. All of her family enjoys a love of reading. From her family to yours, enjoy.', ""Visit Melissa's website at: estorytime.com.""]}",5.0,2,[],"[{'large': 'https://m.media-amazon.com/images/I/61GixPYgIML._SX218_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]","[""Children's Books"", 'Growing Up & Facts of Life']",1505581125
50 Ways to Wear Denim,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/o68624s4ce482ms4tbiujoqiet._SY600_.jpg', 'name': 'Lauren Friedman', 'about': ['Lauren Friedman is a resident of Ann Arbor, Michigan. She attended Wellesley College and is the creator of the blog My Closet in Sketches. A lifelong student of fashion, style, and design, she works as an author, illustrator, and stylist. Her first book, ""50 Ways to Wear a Scarf"" is an international bestseller.']}",4.2,41,"['About the Author', 'Lauren Friedman is the author of', '50 Ways to Wear a Scarf', 'and creator of the blog My Closet in Sketches. She lives in Washington, D.C.']","[{'large': 'https://m.media-amazon.com/images/I/4119pYQYmVL._SX355_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Arts & Photography'],1452149992
Comprehension Mini-lessons,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Sarah Glasscock', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.7,8,[],"[{'large': 'https://m.media-amazon.com/images/I/51V1yQg3zfL._SX383_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],0439438365
Tom Selleck: An Unauthorized Biography,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Jason Bonderoff', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.4,13,[],"[{'large': 'https://m.media-amazon.com/images/I/518yJalCQNL._SX368_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Biographies & Memoirs'],0451120639
Collectible Beer Trays (A Schiffer Book for Collectors),"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Gary Straub', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.4,6,"['About the Author', 'Gary Straub has been collecting Breweriana for thirty years. He lives in Guilford, Connecticut.']","[{'large': 'https://m.media-amazon.com/images/I/51Ua3t1yWqL._SY498_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]","['Crafts, Hobbies & Home']",0887408400
